Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
RapidGenomics_F205_GOT_125402_P002_WB05_i5-502_i7-90_S2624_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB05_i5-502_i7-90_S2624_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1084386.0	0.0	151.0	39.0	91.53420255196937	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WB05_i5-502_i7-90_S2624_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB05_i5-502_i7-90_S2624_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1084386.0	0.0	151.0	39.0	92.51829149993634	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WB06_i5-502_i7-6_S2625_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB06_i5-502_i7-6_S2625_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	978233.0	0.0	151.0	41.0	87.34675426598429	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WB06_i5-502_i7-6_S2625_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB06_i5-502_i7-6_S2625_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	978233.0	0.0	151.0	41.0	90.84714166677588	151.0	pass	pass	warn	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WB07_i5-502_i7-29_S2626_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB07_i5-502_i7-29_S2626_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2453751.0	0.0	151.0	43.0	92.07604574801897	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WB07_i5-502_i7-29_S2626_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB07_i5-502_i7-29_S2626_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2453751.0	0.0	151.0	43.0	93.457775813332	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WB08_i5-502_i7-57_S2627_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB08_i5-502_i7-57_S2627_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2478573.0	0.0	151.0	46.0	93.0416984419301	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB08_i5-502_i7-57_S2627_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB08_i5-502_i7-57_S2627_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2478573.0	0.0	151.0	46.0	93.47547112366959	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB09_i5-502_i7-63_S2628_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB09_i5-502_i7-63_S2628_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1377589.0	0.0	151.0	36.0	93.28203878823984	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB09_i5-502_i7-63_S2628_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB09_i5-502_i7-63_S2628_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1377589.0	0.0	151.0	36.0	93.72480242507092	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB10_i5-502_i7-55_S2629_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB10_i5-502_i7-55_S2629_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2208778.0	0.0	151.0	36.0	94.65313876260788	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB10_i5-502_i7-55_S2629_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB10_i5-502_i7-55_S2629_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2208778.0	0.0	151.0	36.0	94.89946680353646	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB11_i5-502_i7-5_S2630_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB11_i5-502_i7-5_S2630_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2456193.0	0.0	151.0	39.0	87.72864770099042	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P002_WB11_i5-502_i7-5_S2630_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB11_i5-502_i7-5_S2630_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2456193.0	0.0	151.0	39.0	88.09399975086521	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	warn
RapidGenomics_F205_GOT_125402_P002_WB12_i5-502_i7-75_S2631_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WB12_i5-502_i7-75_S2631_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3099514.0	0.0	151.0	36.0	85.18210639385214	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WB12_i5-502_i7-75_S2631_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WB12_i5-502_i7-75_S2631_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3099514.0	0.0	151.0	36.0	85.46149051139989	151.0	pass	pass	pass	pass	warn	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC01_i5-502_i7-65_S2632_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC01_i5-502_i7-65_S2632_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2719517.0	0.0	151.0	39.0	89.17441233509089	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WC01_i5-502_i7-65_S2632_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC01_i5-502_i7-65_S2632_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2719517.0	0.0	151.0	40.0	90.4776315987472	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC02_i5-502_i7-67_S2633_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC02_i5-502_i7-67_S2633_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3363730.0	0.0	151.0	39.0	89.8741121110315	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WC02_i5-502_i7-67_S2633_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC02_i5-502_i7-67_S2633_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3363730.0	0.0	151.0	39.0	92.0167828687441	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WC03_i5-502_i7-40_S2634_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC03_i5-502_i7-40_S2634_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1381413.0	0.0	151.0	40.0	79.86084261498767	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WC03_i5-502_i7-40_S2634_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC03_i5-502_i7-40_S2634_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1381413.0	0.0	151.0	41.0	84.79427723915195	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WC04_i5-502_i7-19_S2635_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC04_i5-502_i7-19_S2635_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	986949.0	0.0	151.0	39.0	91.7055782156707	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WC04_i5-502_i7-19_S2635_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC04_i5-502_i7-19_S2635_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	986949.0	0.0	151.0	39.0	93.70927212296858	151.0	pass	pass	warn	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC05_i5-502_i7-81_S2636_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC05_i5-502_i7-81_S2636_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	870774.0	0.0	151.0	37.0	87.56689223260189	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WC05_i5-502_i7-81_S2636_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC05_i5-502_i7-81_S2636_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	870774.0	0.0	151.0	37.0	90.14930457777727	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WC06_i5-502_i7-3_S2637_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC06_i5-502_i7-3_S2637_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1079764.0	0.0	151.0	37.0	77.52169504057775	151.0	pass	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WC06_i5-502_i7-3_S2637_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC06_i5-502_i7-3_S2637_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1079764.0	0.0	151.0	38.0	81.79816422672211	151.0	pass	pass	warn	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WC07_i5-502_i7-62_S2638_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC07_i5-502_i7-62_S2638_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2230378.0	0.0	151.0	56.0	55.048790521322424	151.0	pass	pass	pass	pass	fail	fail	pass	pass	warn	fail	fail
RapidGenomics_F205_GOT_125402_P002_WC07_i5-502_i7-62_S2638_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC07_i5-502_i7-62_S2638_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2230378.0	0.0	151.0	58.0	80.85340695443385	151.0	pass	pass	pass	pass	fail	fail	pass	pass	pass	warn	fail
RapidGenomics_F205_GOT_125402_P002_WC08_i5-502_i7-17_S2639_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC08_i5-502_i7-17_S2639_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1144757.0	0.0	151.0	39.0	89.38120058891946	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC08_i5-502_i7-17_S2639_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC08_i5-502_i7-17_S2639_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1144757.0	0.0	151.0	39.0	90.09004710769025	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC09_i5-502_i7-93_S2640_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC09_i5-502_i7-93_S2640_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2478393.0	0.0	151.0	39.0	92.85858374483185	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC09_i5-502_i7-93_S2640_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC09_i5-502_i7-93_S2640_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2478393.0	0.0	151.0	39.0	93.15571545513392	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC10_i5-502_i7-47_S2641_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC10_i5-502_i7-47_S2641_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3525876.0	0.0	151.0	40.0	93.11246959726591	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC10_i5-502_i7-47_S2641_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC10_i5-502_i7-47_S2641_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3525876.0	0.0	151.0	40.0	93.33355185693648	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC11_i5-502_i7-70_S2642_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC11_i5-502_i7-70_S2642_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3163086.0	0.0	151.0	39.0	93.14861086573569	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC11_i5-502_i7-70_S2642_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC11_i5-502_i7-70_S2642_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3163086.0	0.0	151.0	39.0	93.3713315307521	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC12_i5-502_i7-43_S2643_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WC12_i5-502_i7-43_S2643_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4432034.0	0.0	151.0	36.0	84.63069201413518	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WC12_i5-502_i7-43_S2643_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WC12_i5-502_i7-43_S2643_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4432034.0	0.0	151.0	36.0	85.11359306956624	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD01_i5-502_i7-52_S2644_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD01_i5-502_i7-52_S2644_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2693366.0	0.0	151.0	39.0	91.59227648024377	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD01_i5-502_i7-52_S2644_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD01_i5-502_i7-52_S2644_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2693366.0	0.0	151.0	39.0	91.8163364367823	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD02_i5-502_i7-72_S2645_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD02_i5-502_i7-72_S2645_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1939703.0	0.0	151.0	42.0	88.8789940761066	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD02_i5-502_i7-72_S2645_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD02_i5-502_i7-72_S2645_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1939703.0	0.0	151.0	42.0	90.63754025782688	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD03_i5-502_i7-30_S2646_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD03_i5-502_i7-30_S2646_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3464523.0	0.0	151.0	43.0	79.67940660568165	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	fail	warn
RapidGenomics_F205_GOT_125402_P002_WD03_i5-502_i7-30_S2646_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD03_i5-502_i7-30_S2646_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3464523.0	0.0	151.0	44.0	88.1519849405021	151.0	pass	pass	pass	pass	warn	fail	pass	pass	pass	warn	warn
RapidGenomics_F205_GOT_125402_P002_WD04_i5-502_i7-91_S2647_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD04_i5-502_i7-91_S2647_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1381232.0	0.0	151.0	40.0	84.66943447096706	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WD04_i5-502_i7-91_S2647_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD04_i5-502_i7-91_S2647_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1381232.0	0.0	151.0	41.0	87.66366948658653	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD05_i5-502_i7-71_S2648_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD05_i5-502_i7-71_S2648_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1108145.0	0.0	151.0	37.0	91.58480914932154	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD05_i5-502_i7-71_S2648_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD05_i5-502_i7-71_S2648_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1108145.0	0.0	151.0	37.0	92.86177357370461	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD06_i5-502_i7-50_S2649_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD06_i5-502_i7-50_S2649_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1779387.0	0.0	151.0	46.0	89.97196920325788	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WD06_i5-502_i7-50_S2649_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD06_i5-502_i7-50_S2649_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1779387.0	0.0	151.0	46.0	92.23725046367304	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD07_i5-502_i7-86_S2650_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD07_i5-502_i7-86_S2650_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1067251.0	0.0	151.0	39.0	91.16091823046682	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WD07_i5-502_i7-86_S2650_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD07_i5-502_i7-86_S2650_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1067251.0	0.0	151.0	39.0	93.79208759351246	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD08_i5-502_i7-80_S2651_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD08_i5-502_i7-80_S2651_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	934210.0	0.0	151.0	38.0	93.0449423021558	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD08_i5-502_i7-80_S2651_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD08_i5-502_i7-80_S2651_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	934210.0	0.0	151.0	38.0	93.45180585858532	151.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD09_i5-502_i7-64_S2652_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD09_i5-502_i7-64_S2652_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1244656.0	0.0	151.0	39.0	93.48090268408207	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD09_i5-502_i7-64_S2652_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD09_i5-502_i7-64_S2652_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1244656.0	0.0	151.0	39.0	94.01253971790653	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD10_i5-502_i7-8_S2653_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD10_i5-502_i7-8_S2653_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1920880.0	0.0	151.0	36.0	90.93618216526274	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD10_i5-502_i7-8_S2653_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD10_i5-502_i7-8_S2653_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1920880.0	0.0	151.0	36.0	92.16056266707778	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD11_i5-502_i7-58_S2654_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD11_i5-502_i7-58_S2654_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3279101.0	0.0	151.0	47.0	92.12638110820532	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD11_i5-502_i7-58_S2654_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD11_i5-502_i7-58_S2654_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3279101.0	0.0	151.0	47.0	92.72812139811487	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WD12_i5-502_i7-9_S2655_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WD12_i5-502_i7-9_S2655_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1663442.0	0.0	151.0	37.0	91.93598112131126	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WD12_i5-502_i7-9_S2655_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WD12_i5-502_i7-9_S2655_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1663442.0	0.0	151.0	37.0	92.48237239953149	151.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE01_i5-502_i7-48_S2656_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE01_i5-502_i7-48_S2656_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5172573.0	0.0	151.0	40.0	85.1963629548417	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WE01_i5-502_i7-48_S2656_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE01_i5-502_i7-48_S2656_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5172573.0	0.0	151.0	40.0	87.85218319509744	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE02_i5-502_i7-89_S2657_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE02_i5-502_i7-89_S2657_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3095009.0	0.0	151.0	40.0	89.8228686372581	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE02_i5-502_i7-89_S2657_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE02_i5-502_i7-89_S2657_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3095009.0	0.0	151.0	40.0	90.53578053135668	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
RapidGenomics_F205_GOT_125402_P002_WE03_i5-502_i7-87_S2658_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE03_i5-502_i7-87_S2658_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	998150.0	0.0	151.0	43.0	87.94297809620043	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WE03_i5-502_i7-87_S2658_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE03_i5-502_i7-87_S2658_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	998150.0	0.0	151.0	43.0	93.01942967664326	151.0	pass	pass	warn	pass	pass	fail	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE04_i5-502_i7-21_S2659_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE04_i5-502_i7-21_S2659_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1111441.0	0.0	151.0	40.0	93.6928554341159	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE04_i5-502_i7-21_S2659_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE04_i5-502_i7-21_S2659_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1111441.0	0.0	151.0	40.0	94.39520304488971	151.0	pass	pass	warn	pass	pass	pass	pass	pass	pass	warn	pass
RapidGenomics_F205_GOT_125402_P002_WE05_i5-502_i7-94_S2660_L003_R1_001	RapidGenomics_F205_GOT_125402_P002_WE05_i5-502_i7-94_S2660_L003_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1439337.0	0.0	151.0	40.0	89.0830321315083	151.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	fail	pass
RapidGenomics_F205_GOT_125402_P002_WE05_i5-502_i7-94_S2660_L003_R2_001	RapidGenomics_F205_GOT_125402_P002_WE05_i5-502_i7-94_S2660_L003_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1439337.0	0.0	151.0	40.0	91.58690479043646	151.0	pass	pass	pass	pass	pass	warn	pass	pass	pass	warn	pass
